grid_ids,hru_id_nat,w
16019243,1,0.026642849651899444
16015868,1,0.07439630548262093
16019247,1,0.07136824728980226
16015872,1,0.02009076013806393
16025996,1,0.021752440855627254
16019246,1,0.09050059262207238
16015871,1,0.026205554190178473
16019245,1,0.10911941373463259
16015870,1,0.0011006018499002445
16019244,1,0.1096117710503595
16015869,1,0.10775695483957905
16019249,1,0.08683570383022543
16019248,1,0.01105911501649188
16015873,1,0.031417686527752564
16025997,1,0.00576502145549402
16009119,2,0.011066391353622798
16019243,2,0.09624355358600309
16015868,2,0.06136877874585888
16009118,2,0.0835804560034505
16015867,2,0.06409779519883205
16009117,2,0.006678172458513728
16015872,2,0.03203521224179956
16015871,2,0.03488390366817711
16009121,2,0.0801039406687233
16019245,2,0.07605452502454202
16015870,2,0.07060368151561162
16009120,2,0.002418184985940895
16015869,2,0.0017116437257940966
16015873,2,3.49362748555181e-05
16009119,3,0.21632121752838826
16009118,3,0.09198287293757391
16009117,4,0.5465673651773443
16039491,5,0.02081112823660446
16039493,5,0.44707530155121483
16042867,5,0.32615712732600066
16039492,5,0.0005758108342439471
16039491,6,1.0
16002366,7,0.1604579759761573
16002368,7,0.19576623896044307
16002367,7,0.10053615746205606
15985493,8,0.00024440030369958965
15985492,8,0.00452529008982303
15978741,8,0.037236202223225594
15992246,8,0.012406732200813392
15995620,8,0.00026579764664560383
15992245,8,0.02618609143837601
15995619,8,0.035921858272074635
15992244,8,0.0008879998225799268
15985494,8,0.009657021321785104
15992243,8,0.021687308631213414
16009123,8,0.03553261248287905
16002373,8,0.002853216985605411
16009122,8,0.0008672153391201236
16002372,8,0.021316336411311202
16009121,8,0.03762957153126567
15995622,8,0.00035813397096325653
16002371,8,0.012063127050730102
15995621,8,0.010589923234573034
16015876,8,0.02577724426097822
16009126,8,0.03843774410937072
16019250,8,0.04002683673116011
16015875,8,0.036931236783499806
16009125,8,0.0168322932534143
16019249,8,0.010648016007412895
16015874,8,0.0005348180563625413
16009124,8,0.009125448855836797
16015873,8,0.025427361774464603
16002374,8,0.030392578874376727
16009128,8,0.008539835692260665
16015877,8,0.00960550614812438
16009127,8,0.00030203717289726585
16042866,9,0.0356411964602092
16039491,9,0.1868621960474464
16042865,9,0.02676271615609136
16039490,9,0.15085939669127757
16042864,9,0.07154860515412363
16042867,9,0.3804781842106321
16039492,9,0.1478477052802389
16039491,10,0.034468318762395006
16042865,10,0.3845170128086466
16039490,10,0.41438490477510215
16042864,10,0.005020206311602566
16039489,10,0.013882530162807664
16039488,10,0.05521890105524309
16042866,11,0.0010218712703646755
16049615,11,0.00029754621597060526
16056364,11,0.04743551262832869
16049614,11,0.11456900551467936
16056363,11,0.11458987100437289
16049613,11,0.11460712870310585
16049617,11,0.07682129116957184
16042867,11,0.005765685822621934
16049616,11,0.012891324997182207
16056365,11,0.003888280932318075
16042866,12,0.0013193218596696255
16042864,12,0.035097662643800556
16042863,12,0.0040957767603868
16042867,12,0.048967569461451574
16032742,13,0.005256135578923651
16025992,13,0.05165962953294225
16032741,13,0.05325697851984966
16025991,13,0.03412699795643586
16032740,13,0.024953808087742238
16032739,13,0.00622391625362214
16025996,13,5.161037874063933e-06
16032745,13,0.05395974281841801
16025995,13,0.05704042270206635
16032744,13,0.05704411372017162
16042868,13,0.05705453506858179
16039493,13,0.04494640760590483
16025994,13,0.0014281457047048156
16032743,13,0.037794553044564874
16042867,13,0.011926959021933135
16039492,13,0.0007630771997933208
16025993,13,0.0008268959065394431
16009115,14,0.017671828588574145
16009114,14,0.14112067245076598
16009113,14,0.10959882065333199
16009117,14,0.17882905199819413
16009116,14,0.02270993286286617
16056362,15,0.08189921964429042
16042862,16,0.3762304224475629
16042863,16,0.623769577552269
16042862,17,0.14582530587436823
16042863,17,0.06902615424094051
16049612,17,0.0001396401427470926
16042862,18,0.0002964884315302964
16039487,18,0.036783350340693216
16039486,18,0.0021588633636594407
16039485,18,0.15046618253070515
16042866,18,0.12302361451196939
16039491,18,0.11073718338636739
16042865,18,0.059466145785300836
16042864,18,0.04933106553723839
16039489,18,0.10153482331663241
16042863,18,0.03084580115709012
16039488,18,0.10682144249543242
16042867,18,0.0108491771377275
16049611,19,0.07304528275192063
16049610,19,0.22149533225492057
16049609,19,0.13687322695819448
16049613,19,0.06788152013995384
16049612,19,0.012829007438468853
15971983,20,0.00011994842753703041
15978732,20,0.0029368206194854015
15971982,20,0.007723393512688163
15968612,20,0.0003682605826251676
15978736,20,0.010768017344673083
15985485,20,0.016914838187169306
15971986,20,0.016915508281723207
15968611,20,1.1005977410613187e-05
15978735,20,0.014460503468800972
15971985,20,0.006375185845119295
15968610,20,0.009310390560480455
15978734,20,0.016883626732019222
15971984,20,0.0008499853358865147
15978733,20,0.01691063871782965
15978740,20,0.01691316640321089
15985489,20,0.016914074201614896
15992238,20,0.01166607166296917
15978739,20,0.01691624550599608
15985488,20,0.01689899692550129
15978738,20,0.012383664163585184
15985487,20,0.016902068545402552
15971988,20,0.004995317854504109
15978737,20,0.0169042404787416
15985486,20,0.003734596955006454
15971987,20,0.016884614697305896
15995617,20,0.0016914936192479932
15992242,20,0.006114147837456482
16002366,20,0.012822940216381532
15985492,20,1.2574992551717896e-05
15995616,20,0.016894821212787653
15992241,20,0.0019058290843809531
15985491,20,2.2040132784392726e-05
15995615,20,0.016900784689436274
15992240,20,0.015685913163851175
15978741,20,0.01690187523502265
15985490,20,0.016890995543135678
15995614,20,0.015783323683735005
15992239,20,0.01689461988574263
16002370,20,0.001948408143185667
15995620,20,0.01690239170408898
16002369,20,0.0010179164627982934
15995619,20,0.016900767130471103
15992244,20,0.01179818463482133
16002368,20,0.010035309973060897
15995618,20,0.01688589890470209
15992243,20,0.016891862321093933
16002367,20,0.010212726600585469
16009123,20,0.008743954229778833
