grid_ids,nhru_v11,w
719745,82974,1.3098684070471815e-08
716972,82974,1.3429292418831701e-08
685161,82974,1.3319503405491725e-08
679589,82974,8.007347047315427e-08
669923,82974,1.3341669818432597e-08
668540,82974,1.3341675236729918e-08
682350,82974,0.0002787607603731504
682349,82974,0.0001046175800573239
682348,82974,0.0002787607603731504
680963,82974,0.0002787607603731504
680964,82974,8.409851497769072e-05
651895,82974,0.0002787607603731504
651896,82974,0.0002787607603731504
651889,82974,0.00026826543479942716
651886,82974,0.0002787607603731504
651890,82974,0.0002787607603731504
651888,82974,0.0002787607603731504
651898,82974,0.0002787607603731504
651887,82974,0.0002787607603731504
651893,82974,6.78859963693327e-05
651891,82974,1.4692561860662325e-05
651897,82974,0.00011456429550071759
651892,82974,0.0002787607603731504
650509,82974,0.0002787607603731504
650506,82974,3.6126879002377165e-05
650502,82974,0.00027869216357973985
650507,82974,0.0002787607603731504
650505,82974,0.0002787607603731504
650508,82974,0.00020467377572432318
650510,82974,0.0002787607603731504
650511,82974,0.0002787607603731504
650501,82974,3.540315618694696e-05
650504,82974,0.0002787607603731504
650500,82974,0.0002787607603731504
650503,82974,0.0002787607603731504
649125,82974,3.263636397975781e-05
649124,82974,0.00014715184673224686
649122,82974,0.0002787607603731504
649116,82974,0.0002787607603731504
649115,82974,0.00020523808901952033
649123,82974,0.0002787607603731504
649117,82974,0.00027438639312773376
649118,82974,0.0002787607603731504
647739,82974,0.0002787607603731504
647738,82974,0.0002787607603731504
647737,82974,0.0002787607603731504
653285,82974,0.00027469939145195646
650512,82974,0.0002787607603731504
649126,82974,0.0002787607603731504
649127,82974,0.0002787607603731504
647740,82974,0.0002787607603731504
647741,82974,0.0002787607603731504
646354,82974,0.0002787607603731504
646355,82974,0.0002564728197172049
660206,82974,0.0002787607603731504
660213,82974,3.963675287605504e-05
660211,82974,0.0002787607603731504
660205,82974,0.0002787607603731504
658823,82974,5.57950163091117e-07
658820,82974,0.0002787607603731504
658821,82974,0.0002787607603731504
658819,82974,0.0002787607603731504
658815,82974,0.0002787607603731504
658826,82974,0.0002787607603731504
658827,82974,0.0002787607603731504
658816,82974,0.0002787607603731504
658825,82974,0.0002787607603731504
658817,82974,0.00023204497939565216
658824,82974,0.0002787607603731504
658822,82974,0.0002787607603731504
658818,82974,0.0002787607603731504
657434,82974,0.0002787607603731504
657432,82974,0.0002787607603731504
657436,82974,0.0002787607603731504
657430,82974,0.0002787607603731504
657431,82974,0.0002787607603731504
657433,82974,0.0002787607603731504
657429,82974,0.0002787607603731504
657437,82974,5.8111642334587456e-05
657435,82974,0.0002787607603731504
657441,82974,0.0002787607603731504
657440,82974,0.0002787607603731504
657438,82974,0.0002787607603731504
657439,82974,0.0002526858996144106
656048,82974,0.0002787607603731504
656053,82974,0.0002787607603731504
656051,82974,0.0002787607603731504
656047,82974,0.0002787607603731504
656044,82974,0.0002787607603731504
656049,82974,0.0002787607603731504
656045,82974,0.0002787607603731504
656050,82974,0.0002787607603731504
656055,82974,0.0002787607603731504
656046,82974,0.0002787607603731504
656043,82974,0.0002787607603731504
656052,82974,0.0002787607603731504
656054,82974,0.00013891202598068545
654663,82974,0.0002787607603731504
654659,82974,0.0002787607603731504
654669,82974,0.0002787607603731504
654657,82974,0.0002787607603731504
654658,82974,0.0002787607603731504
654662,82974,0.0002787607603731504
654661,82974,0.0002787607603731504
654664,82974,0.0002787607603731504
654660,82974,0.0002787607603731504
654668,82974,0.0002787607603731504
654666,82974,0.0002787607603731504
654665,82974,0.0002787607603731504
654667,82974,0.0002787607603731504
653280,82974,0.0002787607603731504
653277,82974,0.00013004178340469667
653282,82974,0.0002787607603731504
653283,82974,0.0002787607603731504
653271,82974,0.0002787607603731504
653275,82974,0.0002787607603731504
653279,82974,0.0002787607603731504
653278,82974,0.0002787607603731504
653276,82974,0.0002787607603731504
653274,82974,0.0002787607603731504
653281,82974,0.0002787607603731504
653273,82974,0.0002787607603731504
653272,82974,0.0002787607603731504
651894,82974,0.0002787607603731504
660200,82974,0.0002787607603731504
661610,82974,0.0002787607603731504
660219,82974,0.00017116778230138292
660224,82974,0.0002787607603731504
660217,82974,0.0002787607603731504
660220,82974,0.0002787607603731504
660215,82974,0.0002787607603731504
660216,82974,0.0002787607603731504
660221,82974,0.0002787607603731504
660223,82974,0.0002787607603731504
660222,82974,0.0002677540612774969
660225,82974,0.0002787607603731504
660218,82974,0.0002787607603731504
658834,82974,0.0002787607603731504
658830,82974,0.0002787607603731504
658833,82974,0.0002787607603731504
658838,82974,0.0002787607603731504
658835,82974,0.0002787607603731504
658836,82974,0.0002787607603731504
658829,82974,3.253636438585086e-05
658837,82974,0.0002787607603731504
658828,82974,0.00022242641229544617
658832,82974,0.0002787607603731504
658831,82974,0.0002787607603731504
657444,82974,4.0666433978282496e-05
657451,82974,0.0002787607603731504
657443,82974,0.0002787607603731504
657445,82974,0.0002787607603731504
657442,82974,0.0002787607603731504
657446,82974,0.0002787607603731504
657448,82974,0.0002787607603731504
657447,82974,0.0002787607603731504
657449,82974,0.0002787607603731504
657450,82974,0.0002787607603731504
656062,82974,0.00014557194800631269
656061,82974,0.0002787607603731504
656056,82974,0.0002731993238092656
656058,82974,0.0002787607603731504
656064,82974,0.0002787607603731504
656063,82974,0.00027671206642823474
656057,82974,0.0002787607603731504
656059,82974,0.0002380156277333255
656060,82974,0.0002787607603731504
654670,82974,0.0002787607603731504
654676,82974,0.000278717093028348
654672,82974,6.824138296441007e-06
654671,82974,0.0002787607603731504
654677,82974,0.0001983548768170747
653284,82974,0.0002522833164221016
667132,82974,2.5158128349063527e-05
667134,82974,7.965357144545406e-06
667141,82974,0.0002787607603731504
667136,82974,0.0002787607603731504
667138,82974,0.0002787607603731504
667142,82974,4.0793857047970284e-06
667140,82974,0.0002787607603731504
667135,82974,0.0002787607603731504
665754,82974,0.00010327240888726958
665751,82974,0.00025943519749448466
665750,82974,0.00012284989178743287
665752,82974,0.0002787607603731504
665753,82974,0.00022465702203004474
665746,82974,0.0002787607603731504
665747,82974,0.0002787607603731504
665755,82974,0.0002787607603731504
665756,82974,5.233234414192214e-05
665748,82974,3.424826865870196e-05
665745,82974,0.00025318072540056664
665757,82974,0.0002787607603731504
665749,82974,0.0002787607603731504
664369,82974,0.0002787607603731504
664364,82974,4.546812493404745e-05
664365,82974,0.00019147905811903092
664371,82974,0.0002787607603731504
664366,82974,0.0002787607603731504
664367,82974,0.0002787607603731504
664360,82974,0.0001953137535419083
664368,82974,0.0002787607603731504
664363,82974,0.0002602190134225454
664362,82974,0.0002787607603731504
664359,82974,0.00024647017846311786
664361,82974,7.618568916544379e-06
664370,82974,0.0002787607603731504
662976,82974,3.144861281947212e-05
662982,82974,0.00027282019630693735
662973,82974,0.00014847737003697371
662979,82974,2.6243063086190917e-06
662981,82974,3.5573070161425965e-05
662974,82974,2.229857313135358e-05
662978,82974,6.13433187995625e-06
662983,82974,0.0002787607603731504
662975,82974,0.0002787607603731504
662977,82974,0.00027414415221615107
662980,82974,0.0002787607603731504
662984,82974,0.0002787607603731504
662985,82974,0.0002787607603731504
661590,82974,0.0002787607603731504
661588,82974,0.0002787607603731504
661593,82974,0.0002787607603731504
661589,82974,0.0002787607603731504
661598,82974,6.576363768932672e-05
661596,82974,0.0002787607603731504
661587,82974,0.0002787607603731504
661594,82974,0.0002787607603731504
661595,82974,0.0001937472643425291
661592,82974,0.0002787607603731504
661597,82974,0.0002787607603731504
661591,82974,0.0002787607603731504
661599,82974,0.0002787607603731504
660203,82974,0.0002787607603731504
660204,82974,0.0002787607603731504
660209,82974,0.0002787607603731504
660202,82974,0.0002382458459381598
660201,82974,7.535067260284307e-05
660212,82974,0.0002787607603731504
660214,82974,0.0002787607603731504
660208,82974,0.0002787607603731504
660210,82974,0.0002787607603731504
660207,82974,0.0002787607603731504
667131,82974,0.0002787607603731504
665744,82974,0.0002787607603731504
664358,82974,0.0002787607603731504
662972,82974,8.780960238038594e-05
661586,82974,0.0002787607603731504
668531,82974,0.0002787607603731504
668537,82974,0.0002787607603731504
668539,82974,0.0002787607603731504
668535,82974,0.0002787607603731504
668532,82974,0.0002787607603731504
668538,82974,0.0002787607603731504
667145,82974,0.0002787607603731504
667153,82974,0.00027860368115932143
667152,82974,0.0002787607603731504
667147,82974,7.860750978907894e-06
667156,82974,0.0002787607603731504
667154,82974,0.0002787607603731504
667144,82974,0.0002787607603731504
667155,82974,0.0002787607603731504
667151,82974,0.0002787607603731504
667149,82974,0.0002787607603731504
667146,82974,0.0002748879644330791
667150,82974,0.0002787607603731504
667148,82974,0.0002787607603731504
665762,82974,0.0002787607603731504
665759,82974,0.0002787607603731504
665767,82974,0.0002787607603731504
665760,82974,0.0002787607603731504
665763,82974,1.3666816687893174e-05
665769,82974,0.0002787607603731504
665765,82974,0.0002749931371158461
665761,82974,0.00016548978485834902
665768,82974,0.0002749104825086607
665758,82974,0.0002787607603731504
665766,82974,0.0002787607603731504
665764,82974,0.0002787607603731504
664376,82974,0.0002787607603731504
664382,82974,0.00026622902032862473
664381,82974,0.0002787607603731504
664372,82974,0.0002787607603731504
664377,82974,0.0002787607603731504
664373,82974,0.0002787607603731504
664380,82974,2.002599105426459e-05
664378,82974,2.8171035763958762e-05
664379,82974,0.0002787607603731504
664374,82974,0.0002787607603731504
664375,82974,0.0001589711412508363
662991,82974,0.0002787607603731504
662988,82974,0.0002787607603731504
662995,82974,0.0002787607603731504
662987,82974,0.0002787607603731504
662993,82974,0.0002787607603731504
662992,82974,0.0001559100133461213
662986,82974,0.0002787607603731504
662990,82974,0.0002787607603731504
662989,82974,0.0002787607603731504
662994,82974,0.0002787607603731504
662996,82974,0.0002787607603731504
661603,82974,0.00018801057138829623
661606,82974,0.0002787607603731504
661609,82974,0.0002787607603731504
661604,82974,0.0002787607603731504
661605,82974,0.0002787607603731504
661607,82974,0.0002787607603731504
