grid_ids,hru_id_nat,w
7932979,1217,0.001719689258775563
7932978,1217,0.0016213364628922316
7932977,1217,0.0008197516104447144
7926973,1217,0.00020907636465446674
7932976,1217,0.0013961051110718543
7938984,1217,0.0017313079483232763
8029099,1217,0.0015677979080398958
8035102,1217,0.0012917323794615963
8023095,1217,0.0004926708529133326
8029098,1217,0.0011890258182426104
8023094,1217,0.0003883343895144495
8029097,1217,0.001731621493511436
8023093,1217,0.0012023543790742614
8029096,1217,0.001334203952358092
8017089,1217,0.00014595205279490097
8023092,1217,0.0017255573073987082
8029095,1217,2.5316361211732556e-06
8017088,1217,0.0002416656922879875
8023091,1217,0.0017320506692461769
8017087,1217,0.00035404139961373125
8023090,1217,0.001704029207738492
8017086,1217,0.0014460141387891393
8023089,1217,0.0003704343395800631
8011082,1217,0.0005130724651930362
8017085,1217,0.0017322688530835085
8011081,1217,9.157903502238487e-05
8017084,1217,0.0017322140770541466
8011080,1217,0.0005210964751425038
8017083,1217,0.001049266770892359
8005076,1217,5.890267542861645e-05
8011079,1217,0.0016356289525123028
8005075,1217,0.0009216454181166136
8011078,1217,0.001732370694897705
8005074,1217,0.0013770338697501403
8011077,1217,0.0016694281731407649
8005073,1217,0.0017327932904772265
8011076,1217,0.00017062501503762768
8005072,1217,0.0004088778169787356
8005071,1217,0.0017325955435176375
8005070,1217,0.001706040681289123
8047118,1217,0.0017325741580428045
8053121,1217,0.0017331684641204723
8041114,1217,0.0010098583212353415
8047117,1217,0.0017328203193988402
8053120,1217,0.0009481499973428164
8041113,1217,0.0017326355656722848
8047116,1217,0.0017333932985087728
8053119,1217,0.001685869643611679
8041112,1217,0.00173304511551791
8047115,1217,0.0001815724354758365
8035108,1217,5.82047387274864e-05
8041111,1217,0.001733174035612631
8047114,1217,0.00145955755544166
8035107,1217,0.0017333851928199742
8041110,1217,0.001733331382086696
8047113,1217,0.0008922753801504367
8035106,1217,0.0017336033113393942
8041109,1217,0.00039049830021136686
8029102,1217,0.0017319463793294288
8035105,1217,0.0017033383012246156
8041108,1217,0.0007358623677918552
8029101,1217,0.0017338550521769215
8035104,1217,0.0017338003377994555
8041107,1217,0.0008663424402403111
8029100,1217,0.000870681358758121
8035103,1217,0.0017341825139417758
8053128,1217,0.001734311400490588
8071138,1217,2.2952858472263132e-05
8059131,1217,0.0015904372761728425
8065134,1217,0.0012810446654465256
8053127,1217,0.0002969052733737672
8059130,1217,0.001728802042532221
8065133,1217,9.733961069506034e-05
8053126,1217,0.00028318342320442404
8059129,1217,0.001252552072036262
8065132,1217,0.00039078326603021377
8053125,1217,3.661811485966681e-06
8059128,1217,0.0017290677624033795
8047121,1217,0.000655208335137804
8065131,1217,0.00021329346104647975
8053124,1217,0.0016296042262726551
8059127,1217,0.0008946875311600471
8047120,1217,0.000675785587200185
8053123,1217,0.0017294968808743312
8059126,1217,0.0005551899516196099
8047119,1217,0.0005280437472137848
8053122,1217,0.0009167868560490324
8041115,1217,0.001729945479268027
8059125,1217,0.0001940232824218707
8065140,1217,0.0012065412524442912
8071143,1217,0.0017297291037002636
8077146,1217,0.0017297888252516397
8071142,1217,0.0017297489168629874
8077145,1217,9.453128129555858e-05
8071141,1217,0.0017298159802937106
8059134,1217,8.875065535554516e-05
8077144,1217,0.0017301092715970683
8065137,1217,0.0013199142800521186
8071140,1217,0.001730108486518875
8059133,1217,0.0016791668396578334
8065136,1217,0.0017300749460521189
8071139,1217,0.0001334110044504851
8065135,1217,0.0016880369543071283
8083155,1217,0.001730081654606883
8089158,1217,0.0004754427815352073
8083154,1217,0.0017303136221973041
8071147,1217,0.0008355312909272391
8077150,1217,0.0017303671186966437
8083153,1217,0.0014034315738262182
8071146,1217,0.0017301702169624806
8077149,1217,0.0011192008688250925
8083152,1217,0.0017303872317066132
8077148,1217,0.0017111757817405992
8065141,1217,0.001730176925513559
8077147,1217,0.0013273096062707318
8095166,1217,0.001730306964081029
8083159,1217,0.00015256310417311505
8089162,1217,0.0017305714946277693
8095165,1217,0.0012064197444535837
8083158,1217,0.00173043596321119
8089161,1217,0.0014874872420525267
8095164,1217,0.0016883235697370477
8083157,1217,0.0017276417052162843
8089160,1217,0.0017305650420791903
8077153,1217,0.0015010865249654318
8095163,1217,0.0017305931653376436
8083156,1217,0.0017184583754168274
8089159,1217,0.0015243383824412795
8107177,1217,0.0017307631399921997
8095170,1217,0.0009241007584500415
8101173,1217,0.0005863672944134342
8089166,1217,0.0017176698893432353
8107176,1217,0.0017309331762911334
8095169,1217,0.0017310044683966166
8101172,1217,0.0014692110308925216
8089165,1217,0.0008462581921748914
8095168,1217,0.00173102400833241
8101171,1217,0.0017308584205991536
8089164,1217,0.00020117011761482912
8095167,1217,0.0016683450877872474
8083160,1217,0.00016695166390506076
8101170,1217,2.118700254340831e-06
8089163,1217,0.0007691716754491866
8113184,1217,0.00028476915740906444
8101177,1217,0.0003112850021071105
8107180,1217,0.0005841174945688282
8113183,1217,0.0003685396810165207
8101176,1217,0.0007533147115245117
8107179,1217,9.086505683279075e-06
8095172,1217,0.0009194143924839894
8113182,1217,0.00046038610320020963
8101175,1217,0.0003281033797854789
8107178,1217,0.0010148976327934948
8095171,1217,8.13880355049358e-05
8101174,1217,0.0008815956803606452
8107184,1217,0.0012941541396951934
8113187,1217,0.0010063544728993257
8119190,1217,0.0013521812713246698
8107183,1217,0.0009993542067284866
8113186,1217,0.0004093437800655991
8119189,1217,0.0016861162950017048
8107182,1217,0.0015970279233074533
8113185,1217,0.0014535840334490091
8101178,1217,0.0010156922581113846
8107181,1217,0.0016186303762356184
8119194,1217,0.0017278074119845463
8113190,1217,0.0015678404214159595
8119193,1217,0.0017280397998970616
8113189,1217,0.0006510872662158437
8119192,1217,0.0017278956507824413
8113188,1217,0.00114639935300669
8119196,1217,0.00172804638979227
8119195,1217,0.00014851614705384706
8125202,1217,0.0017157728797027871
8125201,1217,0.0017278068938808289
7896943,1217,0.0017282364172676154
7896944,1217,0.0014986515464101024
7902949,1217,0.0017282645637599395
7896945,1217,0.0006108193445896954
7902950,1217,0.0017281612603867466
7896946,1217,0.0017280068646178762
7896947,1217,0.0017283664726966516
7896948,1217,0.0003813886767439609
7902951,1217,0.0014921011572552089
7896949,1217,0.0017280946773984066
7902952,1217,0.0017283455181100456
7896950,1217,0.0008661513426318044
7902953,1217,0.0017284145003686293
7902954,1217,9.114014794904067e-05
7908957,1217,0.001728168014738751
7902955,1217,0.0017283341870181815
7908958,1217,0.001728638828893157
7902956,1217,0.0005056686418602332
7908959,1217,0.0017283994182240943
7902957,1217,0.0014638088529354974
7908960,1217,0.001728788257608477
7902958,1217,0.0005222828245358914
7908961,1217,0.0015291319126613586
7908962,1217,0.0014869244638459223
7908963,1217,0.000983037495485425
7914966,1217,0.001718611125613478
7908964,1217,0.0005015720463137011
7914967,1217,0.0005124355458096582
7908965,1217,0.000981635570939535
7914968,1217,0.001728958614444764
7908966,1217,1.9279944844284882e-07
7914969,1217,0.0010784368708620649
7914970,1217,0.0008612145842969068
7914971,1217,0.0006486608076912654
7920974,1217,0.00044589915884001697
7914972,1217,0.00037886962206236537
7920975,1217,0.001734372856778098
7920976,1217,0.0007113016991639541
7920977,1217,0.0013879871935063536
7926980,1217,0.00014053528887706505
7914973,1217,0.00016167696486605487
7920978,1217,0.0012418596851943777
7926981,1217,0.0015405915914579154
7926982,1217,0.0016869860515672838
7926983,1217,0.001734707695571633
7920979,1217,0.0010764424292715215
