,temperature,geometry
687897.0,,"POLYGON ((-106.3708333033333 28.71250000333334, -106.3708333033333 28.75416666333333, -106.4124999633333 28.75416666333333, -106.4124999633333 28.71250000333334, -106.3708333033333 28.71250000333334))"
687905.0,,"POLYGON ((-106.03749997 28.71250000333334, -106.03749997 28.75416666333333, -106.07916663 28.75416666333333, -106.07916663 28.71250000333334, -106.03749997 28.71250000333334))"
687906.0,,"POLYGON ((-105.9958333033333 28.71250000333334, -105.9958333033333 28.75416666333333, -106.0374999633333 28.75416666333333, -106.0374999633333 28.71250000333334, -105.9958333033333 28.71250000333334))"
687896.0,,"POLYGON ((-106.41249997 28.71250000333334, -106.41249997 28.75416666333333, -106.45416663 28.75416666333333, -106.45416663 28.71250000333334, -106.41249997 28.71250000333334))"
687895.0,,"POLYGON ((-106.4541666366667 28.71250000333334, -106.4541666366667 28.75416666333333, -106.4958332966667 28.75416666333333, -106.4958332966667 28.71250000333334, -106.4541666366667 28.71250000333334))"
687904.0,,"POLYGON ((-106.0791666366667 28.71250000333334, -106.0791666366667 28.75416666333333, -106.1208332966667 28.75416666333333, -106.1208332966667 28.71250000333334, -106.0791666366667 28.71250000333334))"
687899.0,,"POLYGON ((-106.28749997 28.71250000333334, -106.28749997 28.75416666333333, -106.32916663 28.75416666333333, -106.32916663 28.71250000333334, -106.28749997 28.71250000333334))"
687903.0,,"POLYGON ((-106.1208333033333 28.71250000333334, -106.1208333033333 28.75416666333333, -106.1624999633333 28.75416666333333, -106.1624999633333 28.71250000333334, -106.1208333033333 28.71250000333334))"
687907.0,,"POLYGON ((-105.9541666366667 28.71250000333334, -105.9541666366667 28.75416666333333, -105.9958332966667 28.75416666333333, -105.9958332966667 28.71250000333334, -105.9541666366667 28.71250000333334))"
687901.0,,"POLYGON ((-106.2041666366667 28.71250000333334, -106.2041666366667 28.75416666333333, -106.2458332966667 28.75416666333333, -106.2458332966667 28.71250000333334, -106.2041666366667 28.71250000333334))"
686514.0,,"POLYGON ((-106.2458333033333 28.75416667, -106.2458333033333 28.79583333, -106.2874999633333 28.79583333, -106.2874999633333 28.75416667, -106.2458333033333 28.75416667))"
686520.0,,"POLYGON ((-105.9958333033333 28.75416667, -105.9958333033333 28.79583333, -106.0374999633333 28.79583333, -106.0374999633333 28.75416667, -105.9958333033333 28.75416667))"
686521.0,,"POLYGON ((-105.9541666366667 28.75416667, -105.9541666366667 28.79583333, -105.9958332966667 28.79583333, -105.9958332966667 28.75416667, -105.9541666366667 28.75416667))"
686516.0,,"POLYGON ((-106.16249997 28.75416667, -106.16249997 28.79583333, -106.20416663 28.79583333, -106.20416663 28.75416667, -106.16249997 28.75416667))"
686515.0,,"POLYGON ((-106.2041666366667 28.75416667, -106.2041666366667 28.79583333, -106.2458332966667 28.79583333, -106.2458332966667 28.75416667, -106.2041666366667 28.75416667))"
686510.0,,"POLYGON ((-106.41249997 28.75416667, -106.41249997 28.79583333, -106.45416663 28.79583333, -106.45416663 28.75416667, -106.41249997 28.75416667))"
686511.0,,"POLYGON ((-106.3708333033333 28.75416667, -106.3708333033333 28.79583333, -106.4124999633333 28.79583333, -106.4124999633333 28.75416667, -106.3708333033333 28.75416667))"
686513.0,,"POLYGON ((-106.28749997 28.75416667, -106.28749997 28.79583333, -106.32916663 28.79583333, -106.32916663 28.75416667, -106.28749997 28.75416667))"
686517.0,,"POLYGON ((-106.1208333033333 28.75416667, -106.1208333033333 28.79583333, -106.1624999633333 28.79583333, -106.1624999633333 28.75416667, -106.1208333033333 28.75416667))"
686512.0,,"POLYGON ((-106.3291666366667 28.75416667, -106.3291666366667 28.79583333, -106.3708332966667 28.79583333, -106.3708332966667 28.75416667, -106.3291666366667 28.75416667))"
686509.0,,"POLYGON ((-106.4541666366667 28.75416667, -106.4541666366667 28.79583333, -106.4958332966667 28.79583333, -106.4958332966667 28.75416667, -106.4541666366667 28.75416667))"
686518.0,,"POLYGON ((-106.0791666366667 28.75416667, -106.0791666366667 28.79583333, -106.1208332966667 28.79583333, -106.1208332966667 28.75416667, -106.0791666366667 28.75416667))"
686519.0,,"POLYGON ((-106.03749997 28.75416667, -106.03749997 28.79583333, -106.07916663 28.79583333, -106.07916663 28.75416667, -106.03749997 28.75416667))"
685134.0,,"POLYGON ((-105.9958333033333 28.79583333666667, -105.9958333033333 28.83749999666666, -106.0374999633333 28.83749999666666, -106.0374999633333 28.79583333666667, -105.9958333033333 28.79583333666667))"
685126.0,,"POLYGON ((-106.3291666366667 28.79583333666667, -106.3291666366667 28.83749999666666, -106.3708332966667 28.83749999666666, -106.3708332966667 28.79583333666667, -106.3291666366667 28.79583333666667))"
685124.0,,"POLYGON ((-106.41249997 28.79583333666667, -106.41249997 28.83749999666666, -106.45416663 28.83749999666666, -106.45416663 28.79583333666667, -106.41249997 28.79583333666667))"
685127.0,,"POLYGON ((-106.28749997 28.79583333666667, -106.28749997 28.83749999666666, -106.32916663 28.83749999666666, -106.32916663 28.79583333666667, -106.28749997 28.79583333666667))"
685130.0,,"POLYGON ((-106.16249997 28.79583333666667, -106.16249997 28.83749999666666, -106.20416663 28.83749999666666, -106.20416663 28.79583333666667, -106.16249997 28.79583333666667))"
685123.0,,"POLYGON ((-106.4541666366667 28.79583333666667, -106.4541666366667 28.83749999666666, -106.4958332966667 28.83749999666666, -106.4958332966667 28.79583333666667, -106.4541666366667 28.79583333666667))"
685132.0,,"POLYGON ((-106.0791666366667 28.79583333666667, -106.0791666366667 28.83749999666666, -106.1208332966667 28.83749999666666, -106.1208332966667 28.79583333666667, -106.0791666366667 28.79583333666667))"
685136.0,,"POLYGON ((-105.91249997 28.79583333666667, -105.91249997 28.83749999666666, -105.95416663 28.83749999666666, -105.95416663 28.79583333666667, -105.91249997 28.79583333666667))"
685129.0,,"POLYGON ((-106.2041666366667 28.79583333666667, -106.2041666366667 28.83749999666666, -106.2458332966667 28.83749999666666, -106.2458332966667 28.79583333666667, -106.2041666366667 28.79583333666667))"
685131.0,,"POLYGON ((-106.1208333033333 28.79583333666667, -106.1208333033333 28.83749999666666, -106.1624999633333 28.83749999666666, -106.1624999633333 28.79583333666667, -106.1208333033333 28.79583333666667))"
685128.0,,"POLYGON ((-106.2458333033333 28.79583333666667, -106.2458333033333 28.83749999666666, -106.2874999633333 28.83749999666666, -106.2874999633333 28.79583333666667, -106.2458333033333 28.79583333666667))"
685133.0,,"POLYGON ((-106.03749997 28.79583333666667, -106.03749997 28.83749999666666, -106.07916663 28.83749999666666, -106.07916663 28.79583333666667, -106.03749997 28.79583333666667))"
685125.0,,"POLYGON ((-106.3708333033333 28.79583333666667, -106.3708333033333 28.83749999666666, -106.4124999633333 28.83749999666666, -106.4124999633333 28.79583333666667, -106.3708333033333 28.79583333666667))"
685135.0,,"POLYGON ((-105.9541666366667 28.79583333666667, -105.9541666366667 28.83749999666666, -105.9958332966667 28.83749999666666, -105.9958332966667 28.79583333666667, -105.9541666366667 28.79583333666667))"
683748.0,,"POLYGON ((-105.9958333033333 28.83750000333334, -105.9958333033333 28.87916666333333, -106.0374999633333 28.87916666333333, -106.0374999633333 28.83750000333334, -105.9958333033333 28.83750000333334))"
683749.0,,"POLYGON ((-105.9541666366667 28.83750000333334, -105.9541666366667 28.87916666333333, -105.9958332966667 28.87916666333333, -105.9958332966667 28.83750000333334, -105.9541666366667 28.83750000333334))"
683740.0,,"POLYGON ((-106.3291666366667 28.83750000333334, -106.3291666366667 28.87916666333333, -106.3708332966667 28.87916666333333, -106.3708332966667 28.83750000333334, -106.3291666366667 28.83750000333334))"
683747.0,,"POLYGON ((-106.03749997 28.83750000333334, -106.03749997 28.87916666333333, -106.07916663 28.87916666333333, -106.07916663 28.83750000333334, -106.03749997 28.83750000333334))"
683745.0,,"POLYGON ((-106.1208333033333 28.83750000333334, -106.1208333033333 28.87916666333333, -106.1624999633333 28.87916666333333, -106.1624999633333 28.83750000333334, -106.1208333033333 28.83750000333334))"
683739.0,,"POLYGON ((-106.3708333033333 28.83750000333334, -106.3708333033333 28.87916666333333, -106.4124999633333 28.87916666333333, -106.4124999633333 28.83750000333334, -106.3708333033333 28.83750000333334))"
683741.0,,"POLYGON ((-106.28749997 28.83750000333334, -106.28749997 28.87916666333333, -106.32916663 28.87916666333333, -106.32916663 28.83750000333334, -106.28749997 28.83750000333334))"
683737.0,,"POLYGON ((-106.4541666366667 28.83750000333334, -106.4541666366667 28.87916666333333, -106.4958332966667 28.87916666333333, -106.4958332966667 28.83750000333334, -106.4541666366667 28.83750000333334))"
683746.0,,"POLYGON ((-106.0791666366667 28.83750000333334, -106.0791666366667 28.87916666333333, -106.1208332966667 28.87916666333333, -106.1208332966667 28.83750000333334, -106.0791666366667 28.83750000333334))"
683743.0,,"POLYGON ((-106.2041666366667 28.83750000333334, -106.2041666366667 28.87916666333333, -106.2458332966667 28.87916666333333, -106.2458332966667 28.83750000333334, -106.2041666366667 28.83750000333334))"
683744.0,,"POLYGON ((-106.16249997 28.83750000333334, -106.16249997 28.87916666333333, -106.20416663 28.87916666333333, -106.20416663 28.83750000333334, -106.16249997 28.83750000333334))"
683738.0,,"POLYGON ((-106.41249997 28.83750000333334, -106.41249997 28.87916666333333, -106.45416663 28.87916666333333, -106.45416663 28.83750000333334, -106.41249997 28.83750000333334))"
683742.0,,"POLYGON ((-106.2458333033333 28.83750000333334, -106.2458333033333 28.87916666333333, -106.2874999633333 28.87916666333333, -106.2874999633333 28.83750000333334, -106.2458333033333 28.83750000333334))"
682359.0,,"POLYGON ((-106.1208333033333 28.87916667, -106.1208333033333 28.92083333, -106.1624999633333 28.92083333, -106.1624999633333 28.87916667, -106.1208333033333 28.87916667))"
690660.0,,"POLYGON ((-106.7458333033333 28.62916667, -106.7458333033333 28.67083333, -106.7874999633333 28.67083333, -106.7874999633333 28.62916667, -106.7458333033333 28.62916667))"
690664.0,,"POLYGON ((-106.5791666366667 28.62916667, -106.5791666366667 28.67083333, -106.6208332966667 28.67083333, -106.6208332966667 28.62916667, -106.5791666366667 28.62916667))"
689278.0,,"POLYGON ((-106.5791666366667 28.67083333666667, -106.5791666366667 28.71249999666666, -106.6208332966667 28.71249999666666, -106.6208332966667 28.67083333666667, -106.5791666366667 28.67083333666667))"
689277.0,,"POLYGON ((-106.6208333033333 28.67083333666667, -106.6208333033333 28.71249999666666, -106.6624999633333 28.71249999666666, -106.6624999633333 28.67083333666667, -106.6208333033333 28.67083333666667))"
689281.0,,"POLYGON ((-106.4541666366667 28.67083333666667, -106.4541666366667 28.71249999666666, -106.4958332966667 28.71249999666666, -106.4958332966667 28.67083333666667, -106.4541666366667 28.67083333666667))"
689280.0,,"POLYGON ((-106.4958333033333 28.67083333666667, -106.4958333033333 28.71249999666666, -106.5374999633333 28.71249999666666, -106.5374999633333 28.67083333666667, -106.4958333033333 28.67083333666667))"
689276.0,,"POLYGON ((-106.66249997 28.67083333666667, -106.66249997 28.71249999666666, -106.70416663 28.71249999666666, -106.70416663 28.67083333666667, -106.66249997 28.67083333666667))"
689279.0,,"POLYGON ((-106.53749997 28.67083333666667, -106.53749997 28.71249999666666, -106.57916663 28.71249999666666, -106.57916663 28.67083333666667, -106.53749997 28.67083333666667))"
689274.0,,"POLYGON ((-106.7458333033333 28.67083333666667, -106.7458333033333 28.71249999666666, -106.7874999633333 28.71249999666666, -106.7874999633333 28.67083333666667, -106.7458333033333 28.67083333666667))"
689275.0,,"POLYGON ((-106.7041666366667 28.67083333666667, -106.7041666366667 28.71249999666666, -106.7458332966667 28.71249999666666, -106.7458332966667 28.67083333666667, -106.7041666366667 28.67083333666667))"
687891.0,,"POLYGON ((-106.6208333033333 28.71250000333334, -106.6208333033333 28.75416666333333, -106.6624999633333 28.75416666333333, -106.6624999633333 28.71250000333334, -106.6208333033333 28.71250000333334))"
687892.0,,"POLYGON ((-106.5791666366667 28.71250000333334, -106.5791666366667 28.75416666333333, -106.6208332966667 28.75416666333333, -106.6208332966667 28.71250000333334, -106.5791666366667 28.71250000333334))"
687889.0,,"POLYGON ((-106.7041666366667 28.71250000333334, -106.7041666366667 28.75416666333333, -106.7458332966667 28.75416666333333, -106.7458332966667 28.71250000333334, -106.7041666366667 28.71250000333334))"
687894.0,,"POLYGON ((-106.4958333033333 28.71250000333334, -106.4958333033333 28.75416666333333, -106.5374999633333 28.75416666333333, -106.5374999633333 28.71250000333334, -106.4958333033333 28.71250000333334))"
687890.0,,"POLYGON ((-106.66249997 28.71250000333334, -106.66249997 28.75416666333333, -106.70416663 28.75416666333333, -106.70416663 28.71250000333334, -106.66249997 28.71250000333334))"
687893.0,,"POLYGON ((-106.53749997 28.71250000333334, -106.53749997 28.75416666333333, -106.57916663 28.75416666333333, -106.57916663 28.71250000333334, -106.53749997 28.71250000333334))"
686508.0,,"POLYGON ((-106.4958333033333 28.75416667, -106.4958333033333 28.79583333, -106.5374999633333 28.79583333, -106.5374999633333 28.75416667, -106.4958333033333 28.75416667))"
686504.0,,"POLYGON ((-106.66249997 28.75416667, -106.66249997 28.79583333, -106.70416663 28.79583333, -106.70416663 28.75416667, -106.66249997 28.75416667))"
686505.0,,"POLYGON ((-106.6208333033333 28.75416667, -106.6208333033333 28.79583333, -106.6624999633333 28.79583333, -106.6624999633333 28.75416667, -106.6208333033333 28.75416667))"
686507.0,,"POLYGON ((-106.53749997 28.75416667, -106.53749997 28.79583333, -106.57916663 28.79583333, -106.57916663 28.75416667, -106.53749997 28.75416667))"
686506.0,,"POLYGON ((-106.5791666366667 28.75416667, -106.5791666366667 28.79583333, -106.6208332966667 28.79583333, -106.6208332966667 28.75416667, -106.5791666366667 28.75416667))"
685121.0,,"POLYGON ((-106.53749997 28.79583333666667, -106.53749997 28.83749999666666, -106.57916663 28.83749999666666, -106.57916663 28.79583333666667, -106.53749997 28.79583333666667))"
685122.0,,"POLYGON ((-106.4958333033333 28.79583333666667, -106.4958333033333 28.83749999666666, -106.5374999633333 28.83749999666666, -106.5374999633333 28.79583333666667, -106.4958333033333 28.79583333666667))"
685120.0,,"POLYGON ((-106.5791666366667 28.79583333666667, -106.5791666366667 28.83749999666666, -106.6208332966667 28.83749999666666, -106.6208332966667 28.79583333666667, -106.5791666366667 28.79583333666667))"
685119.0,,"POLYGON ((-106.6208333033333 28.79583333666667, -106.6208333033333 28.83749999666666, -106.6624999633333 28.83749999666666, -106.6624999633333 28.79583333666667, -106.6208333033333 28.79583333666667))"
683736.0,,"POLYGON ((-106.4958333033333 28.83750000333334, -106.4958333033333 28.87916666333333, -106.5374999633333 28.87916666333333, -106.5374999633333 28.83750000333334, -106.4958333033333 28.83750000333334))"
683735.0,,"POLYGON ((-106.53749997 28.83750000333334, -106.53749997 28.87916666333333, -106.57916663 28.87916666333333, -106.57916663 28.83750000333334, -106.53749997 28.83750000333334))"
683734.0,,"POLYGON ((-106.5791666366667 28.83750000333334, -106.5791666366667 28.87916666333333, -106.6208332966667 28.87916666333333, -106.6208332966667 28.83750000333334, -106.5791666366667 28.83750000333334))"
697589.0,,"POLYGON ((-106.78749997 28.42083333666667, -106.78749997 28.46249999666666, -106.82916663 28.46249999666666, -106.82916663 28.42083333666667, -106.78749997 28.42083333666667))"
697595.0,,"POLYGON ((-106.53749997 28.42083333666667, -106.53749997 28.46249999666666, -106.57916663 28.46249999666666, -106.57916663 28.42083333666667, -106.53749997 28.42083333666667))"
697594.0,,"POLYGON ((-106.5791666366667 28.42083333666667, -106.5791666366667 28.46249999666666, -106.6208332966667 28.46249999666666, -106.6208332966667 28.42083333666667, -106.5791666366667 28.42083333666667))"
697591.0,,"POLYGON ((-106.7041666366667 28.42083333666667, -106.7041666366667 28.46249999666666, -106.7458332966667 28.46249999666666, -106.7458332966667 28.42083333666667, -106.7041666366667 28.42083333666667))"
697593.0,,"POLYGON ((-106.6208333033333 28.42083333666667, -106.6208333033333 28.46249999666666, -106.6624999633333 28.46249999666666, -106.6624999633333 28.42083333666667, -106.6208333033333 28.42083333666667))"
696211.0,,"POLYGON ((-106.4541666366667 28.46250000333334, -106.4541666366667 28.50416666333333, -106.4958332966667 28.50416666333333, -106.4958332966667 28.46250000333334, -106.4541666366667 28.46250000333334))"
696209.0,,"POLYGON ((-106.53749997 28.46250000333334, -106.53749997 28.50416666333333, -106.57916663 28.50416666333333, -106.57916663 28.46250000333334, -106.53749997 28.46250000333334))"
696208.0,,"POLYGON ((-106.5791666366667 28.46250000333334, -106.5791666366667 28.50416666333333, -106.6208332966667 28.50416666333333, -106.6208332966667 28.46250000333334, -106.5791666366667 28.46250000333334))"
696210.0,,"POLYGON ((-106.4958333033333 28.46250000333334, -106.4958333033333 28.50416666333333, -106.5374999633333 28.50416666333333, -106.5374999633333 28.46250000333334, -106.4958333033333 28.46250000333334))"
694824.0,,"POLYGON ((-106.4958333033333 28.50416667, -106.4958333033333 28.54583333, -106.5374999633333 28.54583333, -106.5374999633333 28.50416667, -106.4958333033333 28.50416667))"
694823.0,,"POLYGON ((-106.53749997 28.50416667, -106.53749997 28.54583333, -106.57916663 28.54583333, -106.57916663 28.50416667, -106.53749997 28.50416667))"
694822.0,,"POLYGON ((-106.5791666366667 28.50416667, -106.5791666366667 28.54583333, -106.6208332966667 28.54583333, -106.6208332966667 28.50416667, -106.5791666366667 28.50416667))"
693437.0,,"POLYGON ((-106.53749997 28.54583333666667, -106.53749997 28.58749999666666, -106.57916663 28.58749999666666, -106.57916663 28.54583333666667, -106.53749997 28.54583333666667))"
693438.0,,"POLYGON ((-106.4958333033333 28.54583333666667, -106.4958333033333 28.58749999666666, -106.5374999633333 28.58749999666666, -106.5374999633333 28.54583333666667, -106.4958333033333 28.54583333666667))"
693435.0,,"POLYGON ((-106.6208333033333 28.54583333666667, -106.6208333033333 28.58749999666666, -106.6624999633333 28.58749999666666, -106.6624999633333 28.54583333666667, -106.6208333033333 28.54583333666667))"
693436.0,,"POLYGON ((-106.5791666366667 28.54583333666667, -106.5791666366667 28.58749999666666, -106.6208332966667 28.58749999666666, -106.6208332966667 28.54583333666667, -106.5791666366667 28.54583333666667))"
692048.0,,"POLYGON ((-106.66249997 28.58750000333334, -106.66249997 28.62916666333333, -106.70416663 28.62916666333333, -106.70416663 28.58750000333334, -106.66249997 28.58750000333334))"
692049.0,,"POLYGON ((-106.6208333033333 28.58750000333334, -106.6208333033333 28.62916666333333, -106.6624999633333 28.62916666333333, -106.6624999633333 28.58750000333334, -106.6208333033333 28.58750000333334))"
692051.0,,"POLYGON ((-106.53749997 28.58750000333334, -106.53749997 28.62916666333333, -106.57916663 28.62916666333333, -106.57916663 28.58750000333334, -106.53749997 28.58750000333334))"
692053.0,,"POLYGON ((-106.4541666366667 28.58750000333334, -106.4541666366667 28.62916666333333, -106.4958332966667 28.62916666333333, -106.4958332966667 28.58750000333334, -106.4541666366667 28.58750000333334))"
692050.0,,"POLYGON ((-106.5791666366667 28.58750000333334, -106.5791666366667 28.62916666333333, -106.6208332966667 28.62916666333333, -106.6208332966667 28.58750000333334, -106.5791666366667 28.58750000333334))"
692052.0,,"POLYGON ((-106.4958333033333 28.58750000333334, -106.4958333033333 28.62916666333333, -106.5374999633333 28.62916666333333, -106.5374999633333 28.58750000333334, -106.4958333033333 28.58750000333334))"
692047.0,,"POLYGON ((-106.7041666366667 28.58750000333334, -106.7041666366667 28.62916666333333, -106.7458332966667 28.62916666333333, -106.7458332966667 28.58750000333334, -106.7041666366667 28.58750000333334))"
690661.0,,"POLYGON ((-106.7041666366667 28.62916667, -106.7041666366667 28.67083333, -106.7458332966667 28.67083333, -106.7458332966667 28.62916667, -106.7041666366667 28.62916667))"
690665.0,,"POLYGON ((-106.53749997 28.62916667, -106.53749997 28.67083333, -106.57916663 28.67083333, -106.57916663 28.62916667, -106.53749997 28.62916667))"
690666.0,,"POLYGON ((-106.4958333033333 28.62916667, -106.4958333033333 28.67083333, -106.5374999633333 28.67083333, -106.5374999633333 28.62916667, -106.4958333033333 28.62916667))"
690663.0,,"POLYGON ((-106.6208333033333 28.62916667, -106.6208333033333 28.67083333, -106.6624999633333 28.67083333, -106.6624999633333 28.62916667, -106.6208333033333 28.62916667))"
690662.0,,"POLYGON ((-106.66249997 28.62916667, -106.66249997 28.67083333, -106.70416663 28.67083333, -106.70416663 28.62916667, -106.66249997 28.62916667))"
705909.0,,"POLYGON ((-106.6208333033333 28.17083333666667, -106.6208333033333 28.21249999666666, -106.6624999633333 28.21249999666666, -106.6624999633333 28.17083333666667, -106.6208333033333 28.17083333666667))"
704527.0,,"POLYGON ((-106.4541666366667 28.21250000333334, -106.4541666366667 28.25416666333333, -106.4958332966667 28.25416666333333, -106.4958332966667 28.21250000333334, -106.4541666366667 28.21250000333334))"
704526.0,,"POLYGON ((-106.4958333033333 28.21250000333334, -106.4958333033333 28.25416666333333, -106.5374999633333 28.25416666333333, -106.5374999633333 28.21250000333334, -106.4958333033333 28.21250000333334))"
704524.0,,"POLYGON ((-106.5791666366667 28.21250000333334, -106.5791666366667 28.25416666333333, -106.6208332966667 28.25416666333333, -106.6208332966667 28.21250000333334, -106.5791666366667 28.21250000333334))"
704516.0,,"POLYGON ((-106.91249997 28.21250000333334, -106.91249997 28.25416666333333, -106.95416663 28.25416666333333, -106.95416663 28.21250000333334, -106.91249997 28.21250000333334))"
704521.0,,"POLYGON ((-106.7041666366667 28.21250000333334, -106.7041666366667 28.25416666333333, -106.7458332966667 28.25416666333333, -106.7458332966667 28.21250000333334, -106.7041666366667 28.21250000333334))"
704518.0,,"POLYGON ((-106.8291666366667 28.21250000333334, -106.8291666366667 28.25416666333333, -106.8708332966667 28.25416666333333, -106.8708332966667 28.21250000333334, -106.8291666366667 28.21250000333334))"
704519.0,,"POLYGON ((-106.78749997 28.21250000333334, -106.78749997 28.25416666333333, -106.82916663 28.25416666333333, -106.82916663 28.21250000333334, -106.78749997 28.21250000333334))"
704515.0,,"POLYGON ((-106.9541666366667 28.21250000333334, -106.9541666366667 28.25416666333333, -106.9958332966667 28.25416666333333, -106.9958332966667 28.21250000333334, -106.9541666366667 28.21250000333334))"
704520.0,,"POLYGON ((-106.7458333033333 28.21250000333334, -106.7458333033333 28.25416666333333, -106.7874999633333 28.25416666333333, -106.7874999633333 28.21250000333334, -106.7458333033333 28.21250000333334))"
704525.0,,"POLYGON ((-106.53749997 28.21250000333334, -106.53749997 28.25416666333333, -106.57916663 28.25416666333333, -106.57916663 28.21250000333334, -106.53749997 28.21250000333334))"
704517.0,,"POLYGON ((-106.8708333033333 28.21250000333334, -106.8708333033333 28.25416666333333, -106.9124999633333 28.25416666333333, -106.9124999633333 28.21250000333334, -106.8708333033333 28.21250000333334))"
704523.0,,"POLYGON ((-106.6208333033333 28.21250000333334, -106.6208333033333 28.25416666333333, -106.6624999633333 28.25416666333333, -106.6624999633333 28.21250000333334, -106.6208333033333 28.21250000333334))"
704522.0,,"POLYGON ((-106.66249997 28.21250000333334, -106.66249997 28.25416666333333, -106.70416663 28.25416666333333, -106.70416663 28.21250000333334, -106.66249997 28.21250000333334))"
703132.0,,"POLYGON ((-106.8291666366667 28.25416667, -106.8291666366667 28.29583333, -106.8708332966667 28.29583333, -106.8708332966667 28.25416667, -106.8291666366667 28.25416667))"
703139.0,,"POLYGON ((-106.53749997 28.25416667, -106.53749997 28.29583333, -106.57916663 28.29583333, -106.57916663 28.25416667, -106.53749997 28.25416667))"
703130.0,,"POLYGON ((-106.91249997 28.25416667, -106.91249997 28.29583333, -106.95416663 28.29583333, -106.95416663 28.25416667, -106.91249997 28.25416667))"
703131.0,,"POLYGON ((-106.8708333033333 28.25416667, -106.8708333033333 28.29583333, -106.9124999633333 28.29583333, -106.9124999633333 28.25416667, -106.8708333033333 28.25416667))"
703135.0,,"POLYGON ((-106.7041666366667 28.25416667, -106.7041666366667 28.29583333, -106.7458332966667 28.29583333, -106.7458332966667 28.25416667, -106.7041666366667 28.25416667))"
703129.0,,"POLYGON ((-106.9541666366667 28.25416667, -106.9541666366667 28.29583333, -106.9958332966667 28.29583333, -106.9958332966667 28.25416667, -106.9541666366667 28.25416667))"
703138.0,,"POLYGON ((-106.5791666366667 28.25416667, -106.5791666366667 28.29583333, -106.6208332966667 28.29583333, -106.6208332966667 28.25416667, -106.5791666366667 28.25416667))"
703136.0,,"POLYGON ((-106.66249997 28.25416667, -106.66249997 28.29583333, -106.70416663 28.29583333, -106.70416663 28.25416667, -106.66249997 28.25416667))"
703140.0,,"POLYGON ((-106.4958333033333 28.25416667, -106.4958333033333 28.29583333, -106.5374999633333 28.29583333, -106.5374999633333 28.25416667, -106.4958333033333 28.25416667))"
703133.0,,"POLYGON ((-106.78749997 28.25416667, -106.78749997 28.29583333, -106.82916663 28.29583333, -106.82916663 28.25416667, -106.78749997 28.25416667))"
703137.0,,"POLYGON ((-106.6208333033333 28.25416667, -106.6208333033333 28.29583333, -106.6624999633333 28.29583333, -106.6624999633333 28.25416667, -106.6208333033333 28.25416667))"
703134.0,,"POLYGON ((-106.7458333033333 28.25416667, -106.7458333033333 28.29583333, -106.7874999633333 28.29583333, -106.7874999633333 28.25416667, -106.7458333033333 28.25416667))"
701751.0,,"POLYGON ((-106.6208333033333 28.29583333666667, -106.6208333033333 28.33749999666666, -106.6624999633333 28.33749999666666, -106.6624999633333 28.29583333666667, -106.6208333033333 28.29583333666667))"
701749.0,,"POLYGON ((-106.7041666366667 28.29583333666667, -106.7041666366667 28.33749999666666, -106.7458332966667 28.33749999666666, -106.7458332966667 28.29583333666667, -106.7041666366667 28.29583333666667))"
701746.0,,"POLYGON ((-106.8291666366667 28.29583333666667, -106.8291666366667 28.33749999666666, -106.8708332966667 28.33749999666666, -106.8708332966667 28.29583333666667, -106.8291666366667 28.29583333666667))"
701750.0,,"POLYGON ((-106.66249997 28.29583333666667, -106.66249997 28.33749999666666, -106.70416663 28.33749999666666, -106.70416663 28.29583333666667, -106.66249997 28.29583333666667))"
701748.0,,"POLYGON ((-106.7458333033333 28.29583333666667, -106.7458333033333 28.33749999666666, -106.7874999633333 28.33749999666666, -106.7874999633333 28.29583333666667, -106.7458333033333 28.29583333666667))"
701745.0,,"POLYGON ((-106.8708333033333 28.29583333666667, -106.8708333033333 28.33749999666666, -106.9124999633333 28.33749999666666, -106.9124999633333 28.29583333666667, -106.8708333033333 28.29583333666667))"
701753.0,,"POLYGON ((-106.53749997 28.29583333666667, -106.53749997 28.33749999666666, -106.57916663 28.33749999666666, -106.57916663 28.29583333666667, -106.53749997 28.29583333666667))"
701754.0,,"POLYGON ((-106.4958333033333 28.29583333666667, -106.4958333033333 28.33749999666666, -106.5374999633333 28.33749999666666, -106.5374999633333 28.29583333666667, -106.4958333033333 28.29583333666667))"
701752.0,,"POLYGON ((-106.5791666366667 28.29583333666667, -106.5791666366667 28.33749999666666, -106.6208332966667 28.33749999666666, -106.6208332966667 28.29583333666667, -106.5791666366667 28.29583333666667))"
701743.0,,"POLYGON ((-106.9541666366667 28.29583333666667, -106.9541666366667 28.33749999666666, -106.9958332966667 28.33749999666666, -106.9958332966667 28.29583333666667, -106.9541666366667 28.29583333666667))"
701747.0,,"POLYGON ((-106.78749997 28.29583333666667, -106.78749997 28.33749999666666, -106.82916663 28.33749999666666, -106.82916663 28.29583333666667, -106.78749997 28.29583333666667))"
701744.0,,"POLYGON ((-106.91249997 28.29583333666667, -106.91249997 28.33749999666666, -106.95416663 28.33749999666666, -106.95416663 28.29583333666667, -106.91249997 28.29583333666667))"
700361.0,,"POLYGON ((-106.78749997 28.33750000333334, -106.78749997 28.37916666333333, -106.82916663 28.37916666333333, -106.82916663 28.33750000333334, -106.78749997 28.33750000333334))"
700366.0,,"POLYGON ((-106.5791666366667 28.33750000333334, -106.5791666366667 28.37916666333333, -106.6208332966667 28.37916666333333, -106.6208332966667 28.33750000333334, -106.5791666366667 28.33750000333334))"
