,temperature,geometry
718388.0,,"POLYGON ((-106.41249997 27.79583333666667, -106.41249997 27.83749999666666, -106.45416663 27.83749999666666, -106.45416663 27.79583333666667, -106.41249997 27.79583333666667))"
718398.0,,"POLYGON ((-105.9958333033333 27.79583333666667, -105.9958333033333 27.83749999666666, -106.0374999633333 27.83749999666666, -106.0374999633333 27.79583333666667, -105.9958333033333 27.79583333666667))"
718399.0,,"POLYGON ((-105.9541666366667 27.79583333666667, -105.9541666366667 27.83749999666666, -105.9958332966667 27.83749999666666, -105.9958332966667 27.79583333666667, -105.9541666366667 27.79583333666667))"
718393.0,,"POLYGON ((-106.2041666366667 27.79583333666667, -106.2041666366667 27.83749999666666, -106.2458332966667 27.83749999666666, -106.2458332966667 27.79583333666667, -106.2041666366667 27.79583333666667))"
718391.0,,"POLYGON ((-106.28749997 27.79583333666667, -106.28749997 27.83749999666666, -106.32916663 27.83749999666666, -106.32916663 27.79583333666667, -106.28749997 27.79583333666667))"
718389.0,,"POLYGON ((-106.3708333033333 27.79583333666667, -106.3708333033333 27.83749999666666, -106.4124999633333 27.83749999666666, -106.4124999633333 27.79583333666667, -106.3708333033333 27.79583333666667))"
718392.0,,"POLYGON ((-106.2458333033333 27.79583333666667, -106.2458333033333 27.83749999666666, -106.2874999633333 27.83749999666666, -106.2874999633333 27.79583333666667, -106.2458333033333 27.79583333666667))"
718395.0,,"POLYGON ((-106.1208333033333 27.79583333666667, -106.1208333033333 27.83749999666666, -106.1624999633333 27.83749999666666, -106.1624999633333 27.79583333666667, -106.1208333033333 27.79583333666667))"
717010.0,,"POLYGON ((-106.0791666366667 27.83750000333334, -106.0791666366667 27.87916666333333, -106.1208332966667 27.87916666333333, -106.1208332966667 27.83750000333334, -106.0791666366667 27.83750000333334))"
717002.0,,"POLYGON ((-106.41249997 27.83750000333334, -106.41249997 27.87916666333333, -106.45416663 27.87916666333333, -106.45416663 27.83750000333334, -106.41249997 27.83750000333334))"
717009.0,,"POLYGON ((-106.1208333033333 27.83750000333334, -106.1208333033333 27.87916666333333, -106.1624999633333 27.87916666333333, -106.1624999633333 27.83750000333334, -106.1208333033333 27.83750000333334))"
717004.0,,"POLYGON ((-106.3291666366667 27.83750000333334, -106.3291666366667 27.87916666333333, -106.3708332966667 27.87916666333333, -106.3708332966667 27.83750000333334, -106.3291666366667 27.83750000333334))"
717006.0,,"POLYGON ((-106.2458333033333 27.83750000333334, -106.2458333033333 27.87916666333333, -106.2874999633333 27.87916666333333, -106.2874999633333 27.83750000333334, -106.2458333033333 27.83750000333334))"
717013.0,,"POLYGON ((-105.9541666366667 27.83750000333334, -105.9541666366667 27.87916666333333, -105.9958332966667 27.87916666333333, -105.9958332966667 27.83750000333334, -105.9541666366667 27.83750000333334))"
717011.0,,"POLYGON ((-106.03749997 27.83750000333334, -106.03749997 27.87916666333333, -106.07916663 27.87916666333333, -106.07916663 27.83750000333334, -106.03749997 27.83750000333334))"
717012.0,,"POLYGON ((-105.9958333033333 27.83750000333334, -105.9958333033333 27.87916666333333, -106.0374999633333 27.87916666333333, -106.0374999633333 27.83750000333334, -105.9958333033333 27.83750000333334))"
717008.0,,"POLYGON ((-106.16249997 27.83750000333334, -106.16249997 27.87916666333333, -106.20416663 27.87916666333333, -106.20416663 27.83750000333334, -106.16249997 27.83750000333334))"
717007.0,,"POLYGON ((-106.2041666366667 27.83750000333334, -106.2041666366667 27.87916666333333, -106.2458332966667 27.87916666333333, -106.2458332966667 27.83750000333334, -106.2041666366667 27.83750000333334))"
717003.0,,"POLYGON ((-106.3708333033333 27.83750000333334, -106.3708333033333 27.87916666333333, -106.4124999633333 27.87916666333333, -106.4124999633333 27.83750000333334, -106.3708333033333 27.83750000333334))"
717005.0,,"POLYGON ((-106.28749997 27.83750000333334, -106.28749997 27.87916666333333, -106.32916663 27.87916666333333, -106.32916663 27.83750000333334, -106.28749997 27.83750000333334))"
715623.0,,"POLYGON ((-106.1208333033333 27.87916667, -106.1208333033333 27.92083333, -106.1624999633333 27.92083333, -106.1624999633333 27.87916667, -106.1208333033333 27.87916667))"
715627.0,,"POLYGON ((-105.9541666366667 27.87916667, -105.9541666366667 27.92083333, -105.9958332966667 27.92083333, -105.9958332966667 27.87916667, -105.9541666366667 27.87916667))"
715618.0,,"POLYGON ((-106.3291666366667 27.87916667, -106.3291666366667 27.92083333, -106.3708332966667 27.92083333, -106.3708332966667 27.87916667, -106.3291666366667 27.87916667))"
715617.0,,"POLYGON ((-106.3708333033333 27.87916667, -106.3708333033333 27.92083333, -106.4124999633333 27.92083333, -106.4124999633333 27.87916667, -106.3708333033333 27.87916667))"
715620.0,,"POLYGON ((-106.2458333033333 27.87916667, -106.2458333033333 27.92083333, -106.2874999633333 27.92083333, -106.2874999633333 27.87916667, -106.2458333033333 27.87916667))"
715616.0,,"POLYGON ((-106.41249997 27.87916667, -106.41249997 27.92083333, -106.45416663 27.92083333, -106.45416663 27.87916667, -106.41249997 27.87916667))"
715625.0,,"POLYGON ((-106.03749997 27.87916667, -106.03749997 27.92083333, -106.07916663 27.92083333, -106.07916663 27.87916667, -106.03749997 27.87916667))"
715621.0,,"POLYGON ((-106.2041666366667 27.87916667, -106.2041666366667 27.92083333, -106.2458332966667 27.92083333, -106.2458332966667 27.87916667, -106.2041666366667 27.87916667))"
715624.0,,"POLYGON ((-106.0791666366667 27.87916667, -106.0791666366667 27.92083333, -106.1208332966667 27.92083333, -106.1208332966667 27.87916667, -106.0791666366667 27.87916667))"
715626.0,,"POLYGON ((-105.9958333033333 27.87916667, -105.9958333033333 27.92083333, -106.0374999633333 27.92083333, -106.0374999633333 27.87916667, -105.9958333033333 27.87916667))"
715619.0,,"POLYGON ((-106.28749997 27.87916667, -106.28749997 27.92083333, -106.32916663 27.92083333, -106.32916663 27.87916667, -106.28749997 27.87916667))"
715622.0,,"POLYGON ((-106.16249997 27.87916667, -106.16249997 27.92083333, -106.20416663 27.92083333, -106.20416663 27.87916667, -106.16249997 27.87916667))"
714233.0,,"POLYGON ((-106.28749997 27.92083333666667, -106.28749997 27.96249999666666, -106.32916663 27.96249999666666, -106.32916663 27.92083333666667, -106.28749997 27.92083333666667))"
714237.0,,"POLYGON ((-106.1208333033333 27.92083333666667, -106.1208333033333 27.96249999666666, -106.1624999633333 27.96249999666666, -106.1624999633333 27.92083333666667, -106.1208333033333 27.92083333666667))"
714234.0,,"POLYGON ((-106.2458333033333 27.92083333666667, -106.2458333033333 27.96249999666666, -106.2874999633333 27.96249999666666, -106.2874999633333 27.92083333666667, -106.2458333033333 27.92083333666667))"
714241.0,,"POLYGON ((-105.9541666366667 27.92083333666667, -105.9541666366667 27.96249999666666, -105.9958332966667 27.96249999666666, -105.9958332966667 27.92083333666667, -105.9541666366667 27.92083333666667))"
714229.0,,"POLYGON ((-106.4541666366667 27.92083333666667, -106.4541666366667 27.96249999666666, -106.4958332966667 27.96249999666666, -106.4958332966667 27.92083333666667, -106.4541666366667 27.92083333666667))"
714239.0,,"POLYGON ((-106.03749997 27.92083333666667, -106.03749997 27.96249999666666, -106.07916663 27.96249999666666, -106.07916663 27.92083333666667, -106.03749997 27.92083333666667))"
714242.0,,"POLYGON ((-105.91249997 27.92083333666667, -105.91249997 27.96249999666666, -105.95416663 27.96249999666666, -105.95416663 27.92083333666667, -105.91249997 27.92083333666667))"
714235.0,,"POLYGON ((-106.2041666366667 27.92083333666667, -106.2041666366667 27.96249999666666, -106.2458332966667 27.96249999666666, -106.2458332966667 27.92083333666667, -106.2041666366667 27.92083333666667))"
714240.0,,"POLYGON ((-105.9958333033333 27.92083333666667, -105.9958333033333 27.96249999666666, -106.0374999633333 27.96249999666666, -106.0374999633333 27.92083333666667, -105.9958333033333 27.92083333666667))"
714232.0,,"POLYGON ((-106.3291666366667 27.92083333666667, -106.3291666366667 27.96249999666666, -106.3708332966667 27.96249999666666, -106.3708332966667 27.92083333666667, -106.3291666366667 27.92083333666667))"
714236.0,,"POLYGON ((-106.16249997 27.92083333666667, -106.16249997 27.96249999666666, -106.20416663 27.96249999666666, -106.20416663 27.92083333666667, -106.16249997 27.92083333666667))"
714238.0,,"POLYGON ((-106.0791666366667 27.92083333666667, -106.0791666366667 27.96249999666666, -106.1208332966667 27.96249999666666, -106.1208332966667 27.92083333666667, -106.0791666366667 27.92083333666667))"
714231.0,,"POLYGON ((-106.3708333033333 27.92083333666667, -106.3708333033333 27.96249999666666, -106.4124999633333 27.96249999666666, -106.4124999633333 27.92083333666667, -106.3708333033333 27.92083333666667))"
714230.0,,"POLYGON ((-106.41249997 27.92083333666667, -106.41249997 27.96249999666666, -106.45416663 27.96249999666666, -106.45416663 27.92083333666667, -106.41249997 27.92083333666667))"
712844.0,,"POLYGON ((-106.41249997 27.96250000333334, -106.41249997 28.00416666333333, -106.45416663 28.00416666333333, -106.45416663 27.96250000333334, -106.41249997 27.96250000333334))"
712848.0,,"POLYGON ((-106.2458333033333 27.96250000333334, -106.2458333033333 28.00416666333333, -106.2874999633333 28.00416666333333, -106.2874999633333 27.96250000333334, -106.2458333033333 27.96250000333334))"
712851.0,,"POLYGON ((-106.1208333033333 27.96250000333334, -106.1208333033333 28.00416666333333, -106.1624999633333 28.00416666333333, -106.1624999633333 27.96250000333334, -106.1208333033333 27.96250000333334))"
712853.0,,"POLYGON ((-106.03749997 27.96250000333334, -106.03749997 28.00416666333333, -106.07916663 28.00416666333333, -106.07916663 27.96250000333334, -106.03749997 27.96250000333334))"
712854.0,,"POLYGON ((-105.9958333033333 27.96250000333334, -105.9958333033333 28.00416666333333, -106.0374999633333 28.00416666333333, -106.0374999633333 27.96250000333334, -105.9958333033333 27.96250000333334))"
712846.0,,"POLYGON ((-106.3291666366667 27.96250000333334, -106.3291666366667 28.00416666333333, -106.3708332966667 28.00416666333333, -106.3708332966667 27.96250000333334, -106.3291666366667 27.96250000333334))"
712845.0,,"POLYGON ((-106.3708333033333 27.96250000333334, -106.3708333033333 28.00416666333333, -106.4124999633333 28.00416666333333, -106.4124999633333 27.96250000333334, -106.3708333033333 27.96250000333334))"
719808.0,,"POLYGON ((-104.9958333033333 27.75416667, -104.9958333033333 27.79583333, -105.0374999633333 27.79583333, -105.0374999633333 27.75416667, -104.9958333033333 27.75416667))"
719806.0,,"POLYGON ((-105.0791666366667 27.75416667, -105.0791666366667 27.79583333, -105.1208332966667 27.79583333, -105.1208332966667 27.75416667, -105.0791666366667 27.75416667))"
719807.0,,"POLYGON ((-105.03749997 27.75416667, -105.03749997 27.79583333, -105.07916663 27.79583333, -105.07916663 27.75416667, -105.03749997 27.75416667))"
719802.0,,"POLYGON ((-105.2458333033333 27.75416667, -105.2458333033333 27.79583333, -105.2874999633333 27.79583333, -105.2874999633333 27.75416667, -105.2458333033333 27.75416667))"
719801.0,,"POLYGON ((-105.28749997 27.75416667, -105.28749997 27.79583333, -105.32916663 27.79583333, -105.32916663 27.75416667, -105.28749997 27.75416667))"
719799.0,,"POLYGON ((-105.3708333033333 27.75416667, -105.3708333033333 27.79583333, -105.4124999633333 27.79583333, -105.4124999633333 27.75416667, -105.3708333033333 27.75416667))"
719809.0,,"POLYGON ((-104.9541666366667 27.75416667, -104.9541666366667 27.79583333, -104.9958332966667 27.79583333, -104.9958332966667 27.75416667, -104.9541666366667 27.75416667))"
719800.0,,"POLYGON ((-105.3291666366667 27.75416667, -105.3291666366667 27.79583333, -105.3708332966667 27.79583333, -105.3708332966667 27.75416667, -105.3291666366667 27.75416667))"
719803.0,,"POLYGON ((-105.2041666366667 27.75416667, -105.2041666366667 27.79583333, -105.2458332966667 27.79583333, -105.2458332966667 27.75416667, -105.2041666366667 27.75416667))"
719805.0,,"POLYGON ((-105.1208333033333 27.75416667, -105.1208333033333 27.79583333, -105.1624999633333 27.79583333, -105.1624999633333 27.75416667, -105.1208333033333 27.75416667))"
719804.0,,"POLYGON ((-105.16249997 27.75416667, -105.16249997 27.79583333, -105.20416663 27.79583333, -105.20416663 27.75416667, -105.16249997 27.75416667))"
718420.0,,"POLYGON ((-105.0791666366667 27.79583333666667, -105.0791666366667 27.83749999666666, -105.1208332966667 27.83749999666666, -105.1208332966667 27.79583333666667, -105.0791666366667 27.79583333666667))"
718416.0,,"POLYGON ((-105.2458333033333 27.79583333666667, -105.2458333033333 27.83749999666666, -105.2874999633333 27.83749999666666, -105.2874999633333 27.79583333666667, -105.2458333033333 27.79583333666667))"
718417.0,,"POLYGON ((-105.2041666366667 27.79583333666667, -105.2041666366667 27.83749999666666, -105.2458332966667 27.83749999666666, -105.2458332966667 27.79583333666667, -105.2041666366667 27.79583333666667))"
718414.0,,"POLYGON ((-105.3291666366667 27.79583333666667, -105.3291666366667 27.83749999666666, -105.3708332966667 27.83749999666666, -105.3708332966667 27.79583333666667, -105.3291666366667 27.79583333666667))"
718418.0,,"POLYGON ((-105.16249997 27.79583333666667, -105.16249997 27.83749999666666, -105.20416663 27.83749999666666, -105.20416663 27.79583333666667, -105.16249997 27.79583333666667))"
718421.0,,"POLYGON ((-105.03749997 27.79583333666667, -105.03749997 27.83749999666666, -105.07916663 27.83749999666666, -105.07916663 27.79583333666667, -105.03749997 27.79583333666667))"
718413.0,,"POLYGON ((-105.3708333033333 27.79583333666667, -105.3708333033333 27.83749999666666, -105.4124999633333 27.83749999666666, -105.4124999633333 27.79583333666667, -105.3708333033333 27.79583333666667))"
718422.0,,"POLYGON ((-104.9958333033333 27.79583333666667, -104.9958333033333 27.83749999666666, -105.0374999633333 27.83749999666666, -105.0374999633333 27.79583333666667, -104.9958333033333 27.79583333666667))"
718419.0,,"POLYGON ((-105.1208333033333 27.79583333666667, -105.1208333033333 27.83749999666666, -105.1624999633333 27.83749999666666, -105.1624999633333 27.79583333666667, -105.1208333033333 27.79583333666667))"
718415.0,,"POLYGON ((-105.28749997 27.79583333666667, -105.28749997 27.83749999666666, -105.32916663 27.83749999666666, -105.32916663 27.79583333666667, -105.28749997 27.79583333666667))"
718423.0,,"POLYGON ((-104.9541666366667 27.79583333666667, -104.9541666366667 27.83749999666666, -104.9958332966667 27.83749999666666, -104.9958332966667 27.79583333666667, -104.9541666366667 27.79583333666667))"
717032.0,,"POLYGON ((-105.16249997 27.83750000333334, -105.16249997 27.87916666333333, -105.20416663 27.87916666333333, -105.20416663 27.83750000333334, -105.16249997 27.83750000333334))"
717036.0,,"POLYGON ((-104.9958333033333 27.83750000333334, -104.9958333033333 27.87916666333333, -105.0374999633333 27.87916666333333, -105.0374999633333 27.83750000333334, -104.9958333033333 27.83750000333334))"
717031.0,,"POLYGON ((-105.2041666366667 27.83750000333334, -105.2041666366667 27.87916666333333, -105.2458332966667 27.87916666333333, -105.2458332966667 27.83750000333334, -105.2041666366667 27.83750000333334))"
717029.0,,"POLYGON ((-105.28749997 27.83750000333334, -105.28749997 27.87916666333333, -105.32916663 27.87916666333333, -105.32916663 27.83750000333334, -105.28749997 27.83750000333334))"
717033.0,,"POLYGON ((-105.1208333033333 27.83750000333334, -105.1208333033333 27.87916666333333, -105.1624999633333 27.87916666333333, -105.1624999633333 27.83750000333334, -105.1208333033333 27.83750000333334))"
717034.0,,"POLYGON ((-105.0791666366667 27.83750000333334, -105.0791666366667 27.87916666333333, -105.1208332966667 27.87916666333333, -105.1208332966667 27.83750000333334, -105.0791666366667 27.83750000333334))"
717030.0,,"POLYGON ((-105.2458333033333 27.83750000333334, -105.2458333033333 27.87916666333333, -105.2874999633333 27.87916666333333, -105.2874999633333 27.83750000333334, -105.2458333033333 27.83750000333334))"
717035.0,,"POLYGON ((-105.03749997 27.83750000333334, -105.03749997 27.87916666333333, -105.07916663 27.87916666333333, -105.07916663 27.83750000333334, -105.03749997 27.83750000333334))"
717028.0,,"POLYGON ((-105.3291666366667 27.83750000333334, -105.3291666366667 27.87916666333333, -105.3708332966667 27.87916666333333, -105.3708332966667 27.83750000333334, -105.3291666366667 27.83750000333334))"
715647.0,,"POLYGON ((-105.1208333033333 27.87916667, -105.1208333033333 27.92083333, -105.1624999633333 27.92083333, -105.1624999633333 27.87916667, -105.1208333033333 27.87916667))"
715643.0,,"POLYGON ((-105.28749997 27.87916667, -105.28749997 27.92083333, -105.32916663 27.92083333, -105.32916663 27.87916667, -105.28749997 27.87916667))"
715645.0,,"POLYGON ((-105.2041666366667 27.87916667, -105.2041666366667 27.92083333, -105.2458332966667 27.92083333, -105.2458332966667 27.87916667, -105.2041666366667 27.87916667))"
715642.0,,"POLYGON ((-105.3291666366667 27.87916667, -105.3291666366667 27.92083333, -105.3708332966667 27.92083333, -105.3708332966667 27.87916667, -105.3291666366667 27.87916667))"
715648.0,,"POLYGON ((-105.0791666366667 27.87916667, -105.0791666366667 27.92083333, -105.1208332966667 27.92083333, -105.1208332966667 27.87916667, -105.0791666366667 27.87916667))"
715641.0,,"POLYGON ((-105.3708333033333 27.87916667, -105.3708333033333 27.92083333, -105.4124999633333 27.92083333, -105.4124999633333 27.87916667, -105.3708333033333 27.87916667))"
715646.0,,"POLYGON ((-105.16249997 27.87916667, -105.16249997 27.92083333, -105.20416663 27.92083333, -105.20416663 27.87916667, -105.16249997 27.87916667))"
715644.0,,"POLYGON ((-105.2458333033333 27.87916667, -105.2458333033333 27.92083333, -105.2874999633333 27.92083333, -105.2874999633333 27.87916667, -105.2458333033333 27.87916667))"
714255.0,,"POLYGON ((-105.3708333033333 27.92083333666667, -105.3708333033333 27.96249999666666, -105.4124999633333 27.96249999666666, -105.4124999633333 27.92083333666667, -105.3708333033333 27.92083333666667))"
714261.0,,"POLYGON ((-105.1208333033333 27.92083333666667, -105.1208333033333 27.96249999666666, -105.1624999633333 27.96249999666666, -105.1624999633333 27.92083333666667, -105.1208333033333 27.92083333666667))"
714260.0,,"POLYGON ((-105.16249997 27.92083333666667, -105.16249997 27.96249999666666, -105.20416663 27.96249999666666, -105.20416663 27.92083333666667, -105.16249997 27.92083333666667))"
714256.0,,"POLYGON ((-105.3291666366667 27.92083333666667, -105.3291666366667 27.96249999666666, -105.3708332966667 27.96249999666666, -105.3708332966667 27.92083333666667, -105.3291666366667 27.92083333666667))"
714258.0,,"POLYGON ((-105.2458333033333 27.92083333666667, -105.2458333033333 27.96249999666666, -105.2874999633333 27.96249999666666, -105.2874999633333 27.92083333666667, -105.2458333033333 27.92083333666667))"
714257.0,,"POLYGON ((-105.28749997 27.92083333666667, -105.28749997 27.96249999666666, -105.32916663 27.96249999666666, -105.32916663 27.92083333666667, -105.28749997 27.92083333666667))"
714259.0,,"POLYGON ((-105.2041666366667 27.92083333666667, -105.2041666366667 27.96249999666666, -105.2458332966667 27.96249999666666, -105.2458332966667 27.92083333666667, -105.2041666366667 27.92083333666667))"
712871.0,,"POLYGON ((-105.28749997 27.96250000333334, -105.28749997 28.00416666333333, -105.32916663 28.00416666333333, -105.32916663 27.96250000333334, -105.28749997 27.96250000333334))"
712874.0,,"POLYGON ((-105.16249997 27.96250000333334, -105.16249997 28.00416666333333, -105.20416663 28.00416666333333, -105.20416663 27.96250000333334, -105.16249997 27.96250000333334))"
712869.0,,"POLYGON ((-105.3708333033333 27.96250000333334, -105.3708333033333 28.00416666333333, -105.4124999633333 28.00416666333333, -105.4124999633333 27.96250000333334, -105.3708333033333 27.96250000333334))"
721182.0,,"POLYGON ((-105.4958333033333 27.71250000333334, -105.4958333033333 27.75416666333333, -105.5374999633333 27.75416666333333, -105.5374999633333 27.71250000333334, -105.4958333033333 27.71250000333334))"
721177.0,,"POLYGON ((-105.7041666366667 27.71250000333334, -105.7041666366667 27.75416666333333, -105.7458332966667 27.75416666333333, -105.7458332966667 27.71250000333334, -105.7041666366667 27.71250000333334))"
721181.0,,"POLYGON ((-105.53749997 27.71250000333334, -105.53749997 27.75416666333333, -105.57916663 27.75416666333333, -105.57916663 27.71250000333334, -105.53749997 27.71250000333334))"
719794.0,,"POLYGON ((-105.5791666366667 27.75416667, -105.5791666366667 27.79583333, -105.6208332966667 27.79583333, -105.6208332966667 27.75416667, -105.5791666366667 27.75416667))"
719787.0,,"POLYGON ((-105.8708333033333 27.75416667, -105.8708333033333 27.79583333, -105.9124999633333 27.79583333, -105.9124999633333 27.75416667, -105.8708333033333 27.75416667))"
719796.0,,"POLYGON ((-105.4958333033333 27.75416667, -105.4958333033333 27.79583333, -105.5374999633333 27.79583333, -105.5374999633333 27.75416667, -105.4958333033333 27.75416667))"
719792.0,,"POLYGON ((-105.66249997 27.75416667, -105.66249997 27.79583333, -105.70416663 27.79583333, -105.70416663 27.75416667, -105.66249997 27.75416667))"
719789.0,,"POLYGON ((-105.78749997 27.75416667, -105.78749997 27.79583333, -105.82916663 27.79583333, -105.82916663 27.75416667, -105.78749997 27.75416667))"
719798.0,,"POLYGON ((-105.41249997 27.75416667, -105.41249997 27.79583333, -105.45416663 27.79583333, -105.45416663 27.75416667, -105.41249997 27.75416667))"
719795.0,,"POLYGON ((-105.53749997 27.75416667, -105.53749997 27.79583333, -105.57916663 27.79583333, -105.57916663 27.75416667, -105.53749997 27.75416667))"
719790.0,,"POLYGON ((-105.7458333033333 27.75416667, -105.7458333033333 27.79583333, -105.7874999633333 27.79583333, -105.7874999633333 27.75416667, -105.7458333033333 27.75416667))"
719791.0,,"POLYGON ((-105.7041666366667 27.75416667, -105.7041666366667 27.79583333, -105.7458332966667 27.79583333, -105.7458332966667 27.75416667, -105.7041666366667 27.75416667))"
719786.0,,"POLYGON ((-105.91249997 27.75416667, -105.91249997 27.79583333, -105.95416663 27.79583333, -105.95416663 27.75416667, -105.91249997 27.75416667))"
719788.0,,"POLYGON ((-105.8291666366667 27.75416667, -105.8291666366667 27.79583333, -105.8708332966667 27.79583333, -105.8708332966667 27.75416667, -105.8291666366667 27.75416667))"
719797.0,,"POLYGON ((-105.4541666366667 27.75416667, -105.4541666366667 27.79583333, -105.4958332966667 27.79583333, -105.4958332966667 27.75416667, -105.4541666366667 27.75416667))"
719793.0,,"POLYGON ((-105.6208333033333 27.75416667, -105.6208333033333 27.79583333, -105.6624999633333 27.79583333, -105.6624999633333 27.75416667, -105.6208333033333 27.75416667))"
718406.0,,"POLYGON ((-105.66249997 27.79583333666667, -105.66249997 27.83749999666666, -105.70416663 27.83749999666666, -105.70416663 27.79583333666667, -105.66249997 27.79583333666667))"
718407.0,,"POLYGON ((-105.6208333033333 27.79583333666667, -105.6208333033333 27.83749999666666, -105.6624999633333 27.83749999666666, -105.6624999633333 27.79583333666667, -105.6208333033333 27.79583333666667))"
718401.0,,"POLYGON ((-105.8708333033333 27.79583333666667, -105.8708333033333 27.83749999666666, -105.9124999633333 27.83749999666666, -105.9124999633333 27.79583333666667, -105.8708333033333 27.79583333666667))"
718404.0,,"POLYGON ((-105.7458333033333 27.79583333666667, -105.7458333033333 27.83749999666666, -105.7874999633333 27.83749999666666, -105.7874999633333 27.79583333666667, -105.7458333033333 27.79583333666667))"
718411.0,,"POLYGON ((-105.4541666366667 27.79583333666667, -105.4541666366667 27.83749999666666, -105.4958332966667 27.83749999666666, -105.4958332966667 27.79583333666667, -105.4541666366667 27.79583333666667))"
718409.0,,"POLYGON ((-105.53749997 27.79583333666667, -105.53749997 27.83749999666666, -105.57916663 27.83749999666666, -105.57916663 27.79583333666667, -105.53749997 27.79583333666667))"
718400.0,,"POLYGON ((-105.91249997 27.79583333666667, -105.91249997 27.83749999666666, -105.95416663 27.83749999666666, -105.95416663 27.79583333666667, -105.91249997 27.79583333666667))"
718410.0,,"POLYGON ((-105.4958333033333 27.79583333666667, -105.4958333033333 27.83749999666666, -105.5374999633333 27.83749999666666, -105.5374999633333 27.79583333666667, -105.4958333033333 27.79583333666667))"
718408.0,,"POLYGON ((-105.5791666366667 27.79583333666667, -105.5791666366667 27.83749999666666, -105.6208332966667 27.83749999666666, -105.6208332966667 27.79583333666667, -105.5791666366667 27.79583333666667))"
718402.0,,"POLYGON ((-105.8291666366667 27.79583333666667, -105.8291666366667 27.83749999666666, -105.8708332966667 27.83749999666666, -105.8708332966667 27.79583333666667, -105.8291666366667 27.79583333666667))"
718405.0,,"POLYGON ((-105.7041666366667 27.79583333666667, -105.7041666366667 27.83749999666666, -105.7458332966667 27.83749999666666, -105.7458332966667 27.79583333666667, -105.7041666366667 27.79583333666667))"
718412.0,,"POLYGON ((-105.41249997 27.79583333666667, -105.41249997 27.83749999666666, -105.45416663 27.83749999666666, -105.45416663 27.79583333666667, -105.41249997 27.79583333666667))"
718403.0,,"POLYGON ((-105.78749997 27.79583333666667, -105.78749997 27.83749999666666, -105.82916663 27.83749999666666, -105.82916663 27.79583333666667, -105.78749997 27.79583333666667))"
717027.0,,"POLYGON ((-105.3708333033333 27.83750000333334, -105.3708333033333 27.87916666333333, -105.4124999633333 27.87916666333333, -105.4124999633333 27.83750000333334, -105.3708333033333 27.83750000333334))"
717020.0,,"POLYGON ((-105.66249997 27.83750000333334, -105.66249997 27.87916666333333, -105.70416663 27.87916666333333, -105.70416663 27.83750000333334, -105.66249997 27.83750000333334))"
717024.0,,"POLYGON ((-105.4958333033333 27.83750000333334, -105.4958333033333 27.87916666333333, -105.5374999633333 27.87916666333333, -105.5374999633333 27.83750000333334, -105.4958333033333 27.83750000333334))"
717022.0,,"POLYGON ((-105.5791666366667 27.83750000333334, -105.5791666366667 27.87916666333333, -105.6208332966667 27.87916666333333, -105.6208332966667 27.83750000333334, -105.5791666366667 27.83750000333334))"
717025.0,,"POLYGON ((-105.4541666366667 27.83750000333334, -105.4541666366667 27.87916666333333, -105.4958332966667 27.87916666333333, -105.4958332966667 27.83750000333334, -105.4541666366667 27.83750000333334))"
717019.0,,"POLYGON ((-105.7041666366667 27.83750000333334, -105.7041666366667 27.87916666333333, -105.7458332966667 27.87916666333333, -105.7458332966667 27.83750000333334, -105.7041666366667 27.83750000333334))"
717016.0,,"POLYGON ((-105.8291666366667 27.83750000333334, -105.8291666366667 27.87916666333333, -105.8708332966667 27.87916666333333, -105.8708332966667 27.83750000333334, -105.8291666366667 27.83750000333334))"
717015.0,,"POLYGON ((-105.8708333033333 27.83750000333334, -105.8708333033333 27.87916666333333, -105.9124999633333 27.87916666333333, -105.9124999633333 27.83750000333334, -105.8708333033333 27.83750000333334))"
717021.0,,"POLYGON ((-105.6208333033333 27.83750000333334, -105.6208333033333 27.87916666333333, -105.6624999633333 27.87916666333333, -105.6624999633333 27.83750000333334, -105.6208333033333 27.83750000333334))"
717014.0,,"POLYGON ((-105.91249997 27.83750000333334, -105.91249997 27.87916666333333, -105.95416663 27.87916666333333, -105.95416663 27.83750000333334, -105.91249997 27.83750000333334))"
717017.0,,"POLYGON ((-105.78749997 27.83750000333334, -105.78749997 27.87916666333333, -105.82916663 27.87916666333333, -105.82916663 27.83750000333334, -105.78749997 27.83750000333334))"
717023.0,,"POLYGON ((-105.53749997 27.83750000333334, -105.53749997 27.87916666333333, -105.57916663 27.87916666333333, -105.57916663 27.83750000333334, -105.53749997 27.83750000333334))"
717026.0,,"POLYGON ((-105.41249997 27.83750000333334, -105.41249997 27.87916666333333, -105.45416663 27.87916666333333, -105.45416663 27.83750000333334, -105.41249997 27.83750000333334))"
717018.0,,"POLYGON ((-105.7458333033333 27.83750000333334, -105.7458333033333 27.87916666333333, -105.7874999633333 27.87916666333333, -105.7874999633333 27.83750000333334, -105.7458333033333 27.83750000333334))"
715634.0,,"POLYGON ((-105.66249997 27.87916667, -105.66249997 27.92083333, -105.70416663 27.92083333, -105.70416663 27.87916667, -105.66249997 27.87916667))"
715640.0,,"POLYGON ((-105.41249997 27.87916667, -105.41249997 27.92083333, -105.45416663 27.92083333, -105.45416663 27.87916667, -105.41249997 27.87916667))"
715628.0,,"POLYGON ((-105.91249997 27.87916667, -105.91249997 27.92083333, -105.95416663 27.92083333, -105.95416663 27.87916667, -105.91249997 27.87916667))"
